コード,会社名,市場区分,新市場区分,「上場維持基準の適合に向けた計画書」を開示している会社,備考
6718,アイホン株式会社,市場第一部,プライム市場,,
6721,ウインテスト株式会社,市場第二部,スタンダード市場,,
6723,ルネサスエレクトロニクス株式会社,市場第一部,プライム市場,,
6724,セイコーエプソン株式会社,市場第一部,プライム市場,,
6727,株式会社ワコム,市場第一部,プライム市場,,
6728,株式会社アルバック,市場第一部,プライム市場,,
6730,株式会社アクセル,市場第一部,スタンダード市場,,
6731,株式会社ピクセラ,市場第二部,スタンダード市場,,
6734,株式会社ニューテック,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6736,サン電子株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6737,ＥＩＺＯ株式会社,市場第一部,プライム市場,,
6740,株式会社ジャパンディスプレイ,市場第一部,プライム市場,,
6741,日本信号株式会社,市場第一部,プライム市場,,
6742,株式会社京三製作所,市場第一部,プライム市場,,
6743,大同信号株式会社,市場第二部,スタンダード市場,,
6744,能美防災株式会社,市場第一部,プライム市場,,
6745,ホーチキ株式会社,市場第一部,プライム市場,,
6748,星和電機株式会社,市場第一部,スタンダード市場,,
6750,エレコム株式会社,市場第一部,プライム市場,,
6752,パナソニック株式会社,市場第一部,プライム市場,,
6753,シャープ株式会社,市場第一部,プライム市場,,
6754,アンリツ株式会社,市場第一部,プライム市場,,
6755,株式会社富士通ゼネラル,市場第一部,プライム市場,,
6757,株式会社ＯＳＧコーポレーション,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6758,ソニーグループ株式会社,市場第一部,プライム市場,,
6762,ＴＤＫ株式会社,市場第一部,プライム市場,,
6763,帝国通信工業株式会社,市場第一部,プライム市場,✓,
6768,株式会社タムラ製作所,市場第一部,プライム市場,,
6769,ザインエレクトロニクス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6770,アルプスアルパイン株式会社,市場第一部,プライム市場,,
6771,池上通信機株式会社,市場第一部,スタンダード市場,,
6772,東京コスモス電機株式会社,市場第二部,スタンダード市場,,
6775,株式会社ＴＢグループ,市場第二部,スタンダード市場,,
6776,天昇電気工業株式会社,市場第二部,スタンダード市場,,
6777,ｓａｎｔｅｃ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6778,株式会社アルチザネットワークス,市場第二部,スタンダード市場,,
6779,日本電波工業株式会社,市場第一部,プライム市場,,
6785,株式会社鈴木,市場第一部,プライム市場,,
6786,株式会社ＲＶＨ,市場第二部,スタンダード市場,,
6787,株式会社メイコー,市場第一部,プライム市場,,
6788,株式会社日本トリム,市場第一部,プライム市場,,
6789,ローランド　ディー．ジー．株式会社,市場第一部,プライム市場,,
6794,フォスター電機株式会社,市場第一部,プライム市場,,
6798,ＳＭＫ株式会社,市場第一部,プライム市場,,
6800,株式会社ヨコオ,市場第一部,プライム市場,,
6803,ティアック株式会社,市場第一部,スタンダード市場,,
6804,ホシデン株式会社,市場第一部,プライム市場,,
6806,ヒロセ電機株式会社,市場第一部,プライム市場,,
6807,日本航空電子工業株式会社,市場第一部,プライム市場,,
6809,ＴＯＡ株式会社,市場第一部,プライム市場,,
6810,マクセル株式会社,市場第一部,プライム市場,,
6814,古野電気株式会社,市場第一部,プライム市場,,
6815,ユニデンホールディングス株式会社,市場第一部,プライム市場,,
6817,スミダコーポレーション株式会社,市場第一部,プライム市場,,
6819,伊豆シャボテンリゾート株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6820,アイコム株式会社,市場第一部,プライム市場,,
6822,大井電気株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6823,リオン株式会社,市場第一部,プライム市場,,
6824,新コスモス電機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6826,本多通信工業株式会社,市場第一部,プライム市場,✓,
6832,アオイ電子株式会社,市場第二部,スタンダード市場,,
6834,株式会社精工技研,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6835,アライドテレシスホールディングス株式会社,市場第二部,スタンダード市場,,
6836,ぷらっとホーム株式会社,市場第二部,スタンダード市場,,
6837,株式会社京写,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6838,株式会社多摩川ホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6840,株式会社ＡＫＩＢＡホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6841,横河電機株式会社,市場第一部,プライム市場,,
6844,新電元工業株式会社,市場第一部,プライム市場,,
6845,アズビル株式会社,市場第一部,プライム市場,,
6848,東亜ディーケーケー株式会社,市場第一部,スタンダード市場,,
6849,日本光電工業株式会社,市場第一部,プライム市場,,
6850,株式会社チノー,市場第一部,プライム市場,✓,
6853,株式会社共和電業,市場第一部,プライム市場,✓,
6855,日本電子材料株式会社,市場第一部,スタンダード市場,,
6856,株式会社堀場製作所,市場第一部,プライム市場,,
6857,株式会社アドバンテスト,市場第一部,プライム市場,,
6858,株式会社小野測器,市場第一部,スタンダード市場,,
6859,エスペック株式会社,市場第一部,プライム市場,,
6861,株式会社キーエンス,市場第一部,プライム市場,,
6862,ミナトホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6863,株式会社ニレコ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6864,株式会社エヌエフホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6866,日置電機株式会社,市場第一部,プライム市場,,
6867,リーダー電子株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6869,シスメックス株式会社,市場第一部,プライム市場,,
6870,日本フェンオール株式会社,市場第二部,スタンダード市場,,
6871,株式会社日本マイクロニクス,市場第一部,プライム市場,,
6874,協立電機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6875,株式会社メガチップス,市場第一部,プライム市場,,
6877,ＯＢＡＲＡ　ＧＲＯＵＰ株式会社,市場第一部,スタンダード市場,,
6879,株式会社ＩＭＡＧＩＣＡ　ＧＲＯＵＰ,市場第一部,プライム市場,✓,
6881,株式会社キョウデン,市場第二部,スタンダード市場,,
6882,株式会社三社電機製作所,市場第二部,スタンダード市場,,
6888,アクモス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6890,株式会社フェローテックホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6894,パルステック工業株式会社,市場第二部,スタンダード市場,,
6897,ツインバード工業株式会社,市場第二部,スタンダード市場,,
6898,トミタ電機株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
6899,ＡＳＴＩ株式会社,市場第二部,スタンダード市場,,
6901,澤藤電機株式会社,市場第一部,スタンダード市場,,
6902,株式会社デンソー,市場第一部,プライム市場,,
6904,原田工業株式会社,市場第一部,プライム市場,✓,
6905,コーセル株式会社,市場第一部,プライム市場,,
6907,ジオマテック株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6908,イリソ電子工業株式会社,市場第一部,プライム市場,,
6912,菊水電子工業株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6914,オプテックスグループ株式会社,市場第一部,プライム市場,,
6915,千代田インテグレ株式会社,市場第一部,スタンダード市場,,
6916,株式会社アイ・オー・データ機器,市場第一部,スタンダード市場,,
6918,株式会社アバールデータ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6919,ケル株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6920,レーザーテック株式会社,市場第一部,プライム市場,,
6923,スタンレー電気株式会社,市場第一部,プライム市場,,
6924,岩崎電気株式会社,市場第一部,プライム市場,✓,
6925,ウシオ電機株式会社,市場第一部,プライム市場,,
6926,岡谷電機産業株式会社,市場第一部,スタンダード市場,,
6927,ヘリオス　テクノ　ホールディング株式会社,市場第一部,スタンダード市場,,
6928,株式会社エノモト,市場第一部,プライム市場,✓,
6929,日本セラミック株式会社,市場第一部,プライム市場,,
6930,日本アンテナ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6932,株式会社遠藤照明,市場第一部,プライム市場,✓,
6937,古河電池株式会社,市場第一部,プライム市場,,
6938,双信電機株式会社,市場第一部,スタンダード市場,,
6941,山一電機株式会社,市場第一部,プライム市場,,
6942,株式会社ソフィアホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
6943,ＮＫＫスイッチズ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
6946,日本アビオニクス株式会社,市場第二部,スタンダード市場,,
6947,株式会社図研,市場第一部,プライム市場,,
6951,日本電子株式会社,市場第一部,プライム市場,,
